,Fecha,Ejercicio,Mes,Grupo,Tipo,CuentaContable,DescripcionCuenta,ClienteID,ProductoID,Importe
72,2023-01-09,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-24974
73,2023-01-10,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-3008
74,2023-01-10,2023,1,6,Gasto,642000,Seguridad Social a cargo de la empresa,0,0,-9002
75,2023-01-10,2023,1,6,Gasto,621000,Arrendamientos y cánones,0,0,-12112
76,2023-01-10,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-19308
77,2023-01-10,2023,1,6,Gasto,642000,Seguridad Social a cargo de la empresa,0,0,-26870
78,2023-01-10,2023,1,6,Gasto,628000,Suministros,0,0,-20062
79,2023-01-10,2023,1,6,Gasto,602000,Otros aprovisionamientos,0,0,-17133
80,2023-01-10,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-6446
81,2023-01-10,2023,1,6,Gasto,626000,Servicios bancarios,0,0,-2337
82,2023-01-10,2023,1,6,Gasto,623000,Servicios profesionales independientes,0,0,-15621
83,2023-01-10,2023,1,6,Gasto,624000,Transportes,0,0,-8868
84,2023-01-11,2023,1,6,Gasto,628000,Suministros,0,0,-10479
85,2023-01-11,2023,1,6,Gasto,625000,Primas de seguros,0,0,-3096
86,2023-01-11,2023,1,6,Gasto,601000,Compras de materias primas,0,0,-8716
87,2023-01-11,2023,1,6,Gasto,628000,Suministros,0,0,-25126
88,2023-01-11,2023,1,6,Gasto,628000,Suministros,0,0,-8963
89,2023-01-11,2023,1,6,Gasto,600000,Compras de mercaderías,0,0,-8460
90,2023-01-11,2023,1,6,Gasto,624000,Transportes,0,0,-2371
91,2023-01-11,2023,1,6,Gasto,606000,Descuentos sobre compras,0,0,1489
92,2023-01-11,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-20462
93,2023-01-12,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-24232
94,2023-01-12,2023,1,6,Gasto,623000,Servicios profesionales independientes,0,0,-23028
95,2023-01-12,2023,1,6,Gasto,602000,Otros aprovisionamientos,0,0,-10669
96,2023-01-12,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-5284
97,2023-01-12,2023,1,6,Gasto,626000,Servicios bancarios,0,0,-22143
98,2023-01-12,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-16319
99,2023-01-12,2023,1,6,Gasto,623000,Servicios profesionales independientes,0,0,-11656
100,2023-01-12,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-15879
101,2023-01-12,2023,1,6,Gasto,602000,Otros aprovisionamientos,0,0,-9518
102,2023-01-12,2023,1,6,Gasto,621000,Arrendamientos y cánones,0,0,-16378
103,2023-01-13,2023,1,6,Gasto,626000,Servicios bancarios,0,0,-19383
104,2023-01-13,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-11987
105,2023-01-13,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-14124
106,2023-01-13,2023,1,6,Gasto,600000,Compras de mercaderías,0,0,-6808
107,2023-01-13,2023,1,6,Gasto,628000,Suministros,0,0,-5566
108,2023-01-13,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-860
109,2023-01-13,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-26240
110,2023-01-13,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-4108
111,2023-01-14,2023,1,6,Gasto,600000,Compras de mercaderías,0,0,-18769
112,2023-01-14,2023,1,6,Gasto,628000,Suministros,0,0,-11011
113,2023-01-14,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-16709
114,2023-01-14,2023,1,6,Gasto,621000,Arrendamientos y cánones,0,0,-9231
115,2023-01-14,2023,1,6,Gasto,602000,Otros aprovisionamientos,0,0,-5087
116,2023-01-14,2023,1,6,Gasto,642000,Seguridad Social a cargo de la empresa,0,0,-15842
117,2023-01-14,2023,1,6,Gasto,601000,Compras de materias primas,0,0,-14930
118,2023-01-14,2023,1,6,Gasto,606000,Descuentos sobre compras,0,0,1959
119,2023-01-15,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-3853
120,2023-01-15,2023,1,6,Gasto,626000,Servicios bancarios,0,0,-19215
121,2023-01-15,2023,1,6,Gasto,626000,Servicios bancarios,0,0,-12620
122,2023-01-15,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-1106
123,2023-01-15,2023,1,6,Gasto,623000,Servicios profesionales independientes,0,0,-12747
124,2023-01-15,2023,1,6,Gasto,628000,Suministros,0,0,-25996
125,2023-01-15,2023,1,6,Gasto,624000,Transportes,0,0,-15371
126,2023-01-15,2023,1,6,Gasto,623000,Servicios profesionales independientes,0,0,-22760
127,2023-01-15,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-6909
128,2023-01-15,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-26726
129,2023-01-16,2023,1,6,Gasto,601000,Compras de materias primas,0,0,-921
130,2023-01-16,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-14066
131,2023-01-16,2023,1,6,Gasto,601000,Compras de materias primas,0,0,-23263
132,2023-01-16,2023,1,6,Gasto,626000,Servicios bancarios,0,0,-22522
133,2023-01-16,2023,1,6,Gasto,625000,Primas de seguros,0,0,-23373
134,2023-01-16,2023,1,6,Gasto,606000,Descuentos sobre compras,0,0,1729
135,2023-01-16,2023,1,6,Gasto,600000,Compras de mercaderías,0,0,-24643
136,2023-01-16,2023,1,6,Gasto,623000,Servicios profesionales independientes,0,0,-2233
137,2023-01-16,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-18392
138,2023-01-16,2023,1,6,Gasto,625000,Primas de seguros,0,0,-6561
139,2023-01-17,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-4604
140,2023-01-17,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-9809
141,2023-01-17,2023,1,6,Gasto,625000,Primas de seguros,0,0,-20230
142,2023-01-17,2023,1,6,Gasto,624000,Transportes,0,0,-15143
143,2023-01-17,2023,1,6,Gasto,606000,Descuentos sobre compras,0,0,338
144,2023-01-18,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-22063
145,2023-01-18,2023,1,6,Gasto,600000,Compras de mercaderías,0,0,-18523
146,2023-01-18,2023,1,6,Gasto,623000,Servicios profesionales independientes,0,0,-11444
147,2023-01-18,2023,1,6,Gasto,624000,Transportes,0,0,-13253
148,2023-01-18,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-4324
149,2023-01-18,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-21110
150,2023-01-18,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-10175
151,2023-01-18,2023,1,6,Gasto,602000,Otros aprovisionamientos,0,0,-4764
152,2023-01-18,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-14631
153,2023-01-18,2023,1,6,Gasto,606000,Descuentos sobre compras,0,0,2924
154,2023-01-19,2023,1,6,Gasto,623000,Servicios profesionales independientes,0,0,-20801
155,2023-01-19,2023,1,6,Gasto,601000,Compras de materias primas,0,0,-16602
156,2023-01-19,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-4825
157,2023-01-19,2023,1,6,Gasto,625000,Primas de seguros,0,0,-20488
158,2023-01-19,2023,1,6,Gasto,606000,Descuentos sobre compras,0,0,536
159,2023-01-19,2023,1,6,Gasto,626000,Servicios bancarios,0,0,-753
160,2023-01-19,2023,1,6,Gasto,621000,Arrendamientos y cánones,0,0,-3120
161,2023-01-19,2023,1,6,Gasto,626000,Servicios bancarios,0,0,-22302
162,2023-01-20,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-16802
163,2023-01-20,2023,1,6,Gasto,601000,Compras de materias primas,0,0,-6606
164,2023-01-20,2023,1,6,Gasto,628000,Suministros,0,0,-26159
165,2023-01-20,2023,1,6,Gasto,625000,Primas de seguros,0,0,-12822
166,2023-01-20,2023,1,6,Gasto,602000,Otros aprovisionamientos,0,0,-16940
167,2023-01-20,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-24615
168,2023-01-20,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-25286
169,2023-01-20,2023,1,6,Gasto,642000,Seguridad Social a cargo de la empresa,0,0,-16555
170,2023-01-20,2023,1,6,Gasto,606000,Descuentos sobre compras,0,0,3897
171,2023-01-20,2023,1,6,Gasto,626000,Servicios bancarios,0,0,-6580
172,2023-01-20,2023,1,6,Gasto,625000,Primas de seguros,0,0,-24039
173,2023-01-21,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-15043
174,2023-01-21,2023,1,6,Gasto,628000,Suministros,0,0,-16488
175,2023-01-21,2023,1,6,Gasto,642000,Seguridad Social a cargo de la empresa,0,0,-26021
176,2023-01-21,2023,1,6,Gasto,621000,Arrendamientos y cánones,0,0,-8810
177,2023-01-21,2023,1,6,Gasto,642000,Seguridad Social a cargo de la empresa,0,0,-19128
178,2023-01-21,2023,1,6,Gasto,626000,Servicios bancarios,0,0,-2367
179,2023-01-21,2023,1,6,Gasto,624000,Transportes,0,0,-12235
180,2023-01-21,2023,1,6,Gasto,602000,Otros aprovisionamientos,0,0,-3360
181,2023-01-22,2023,1,6,Gasto,623000,Servicios profesionales independientes,0,0,-25229
182,2023-01-22,2023,1,6,Gasto,623000,Servicios profesionales independientes,0,0,-2288
183,2023-01-22,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-1581
184,2023-01-22,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-20060
185,2023-01-22,2023,1,6,Gasto,626000,Servicios bancarios,0,0,-16178
186,2023-01-22,2023,1,6,Gasto,600000,Compras de mercaderías,0,0,-10570
187,2023-01-22,2023,1,6,Gasto,602000,Otros aprovisionamientos,0,0,-7962
188,2023-01-22,2023,1,6,Gasto,606000,Descuentos sobre compras,0,0,676
189,2023-01-23,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-6888
190,2023-01-23,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-9284
191,2023-01-23,2023,1,6,Gasto,601000,Compras de materias primas,0,0,-11426
192,2023-01-23,2023,1,6,Gasto,624000,Transportes,0,0,-11484
193,2023-01-23,2023,1,6,Gasto,621000,Arrendamientos y cánones,0,0,-5110
194,2023-01-23,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-16843
195,2023-01-23,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-25229
196,2023-01-23,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-2441
197,2023-01-23,2023,1,6,Gasto,624000,Transportes,0,0,-10041
198,2023-01-23,2023,1,6,Gasto,606000,Descuentos sobre compras,0,0,1191
199,2023-01-23,2023,1,6,Gasto,606000,Descuentos sobre compras,0,0,1285
200,2023-01-23,2023,1,6,Gasto,624000,Transportes,0,0,-4792
201,2023-01-23,2023,1,6,Gasto,628000,Suministros,0,0,-26370
202,2023-01-23,2023,1,6,Gasto,624000,Transportes,0,0,-22033
203,2023-01-24,2023,1,6,Gasto,621000,Arrendamientos y cánones,0,0,-24856
204,2023-01-24,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-1064
205,2023-01-24,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-23664
206,2023-01-24,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-8523
207,2023-01-24,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-16667
208,2023-01-24,2023,1,6,Gasto,600000,Compras de mercaderías,0,0,-24195
209,2023-01-24,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-23849
210,2023-01-24,2023,1,6,Gasto,602000,Otros aprovisionamientos,0,0,-6399
211,2023-01-24,2023,1,6,Gasto,624000,Transportes,0,0,-12131
212,2023-01-24,2023,1,6,Gasto,606000,Descuentos sobre compras,0,0,2668
213,2023-01-24,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-18230
214,2023-01-25,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-24513
215,2023-01-25,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-5850
216,2023-01-25,2023,1,6,Gasto,628000,Suministros,0,0,-25986
217,2023-01-25,2023,1,6,Gasto,602000,Otros aprovisionamientos,0,0,-26976
218,2023-01-25,2023,1,6,Gasto,601000,Compras de materias primas,0,0,-3791
219,2023-01-25,2023,1,6,Gasto,624000,Transportes,0,0,-3170
220,2023-01-25,2023,1,6,Gasto,602000,Otros aprovisionamientos,0,0,-22070
221,2023-01-25,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-8085
222,2023-01-25,2023,1,6,Gasto,626000,Servicios bancarios,0,0,-23263
223,2023-01-26,2023,1,6,Gasto,623000,Servicios profesionales independientes,0,0,-13833
224,2023-01-26,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-19474
225,2023-01-26,2023,1,6,Gasto,624000,Transportes,0,0,-21955
226,2023-01-26,2023,1,6,Gasto,624000,Transportes,0,0,-4976
227,2023-01-26,2023,1,6,Gasto,600000,Compras de mercaderías,0,0,-14999
228,2023-01-27,2023,1,6,Gasto,626000,Servicios bancarios,0,0,-26530
229,2023-01-27,2023,1,6,Gasto,601000,Compras de materias primas,0,0,-20758
230,2023-01-27,2023,1,6,Gasto,628000,Suministros,0,0,-22515
231,2023-01-27,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-16701
232,2023-01-27,2023,1,6,Gasto,601000,Compras de materias primas,0,0,-1010
233,2023-01-28,2023,1,6,Gasto,606000,Descuentos sobre compras,0,0,2446
234,2023-01-28,2023,1,6,Gasto,625000,Primas de seguros,0,0,-4973
235,2023-01-28,2023,1,6,Gasto,626000,Servicios bancarios,0,0,-13107
236,2023-01-28,2023,1,6,Gasto,621000,Arrendamientos y cánones,0,0,-13557
237,2023-01-28,2023,1,6,Gasto,601000,Compras de materias primas,0,0,-7625
238,2023-01-28,2023,1,6,Gasto,628000,Suministros,0,0,-16305
239,2023-01-28,2023,1,6,Gasto,621000,Arrendamientos y cánones,0,0,-20197
240,2023-01-29,2023,1,6,Gasto,642000,Seguridad Social a cargo de la empresa,0,0,-12369
241,2023-01-29,2023,1,6,Gasto,601000,Compras de materias primas,0,0,-15597
242,2023-01-29,2023,1,6,Gasto,625000,Primas de seguros,0,0,-5846
243,2023-01-29,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-2638
244,2023-01-29,2023,1,6,Gasto,628000,Suministros,0,0,-7259
245,2023-01-30,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-18191
246,2023-01-30,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-20926
247,2023-01-30,2023,1,6,Gasto,600000,Compras de mercaderías,0,0,-13140
248,2023-01-30,2023,1,6,Gasto,628000,Suministros,0,0,-18712
249,2023-01-30,2023,1,6,Gasto,628000,Suministros,0,0,-18703
250,2023-01-30,2023,1,6,Gasto,622000,Reparaciones y conservación,0,0,-14082
251,2023-01-30,2023,1,6,Gasto,624000,Transportes,0,0,-24085
252,2023-01-30,2023,1,6,Gasto,642000,Seguridad Social a cargo de la empresa,0,0,-17163
253,2023-01-30,2023,1,6,Gasto,642000,Seguridad Social a cargo de la empresa,0,0,-5908
254,2023-01-30,2023,1,6,Gasto,628000,Suministros,0,0,-14602
255,2023-01-30,2023,1,6,Gasto,624000,Transportes,0,0,-13773
256,2023-01-31,2023,1,6,Gasto,642000,Seguridad Social a cargo de la empresa,0,0,-21140
257,2023-01-31,2023,1,6,Gasto,624000,Transportes,0,0,-1532
258,2023-01-31,2023,1,6,Gasto,640000,Sueldos y salarios,0,0,-8821
259,2023-01-31,2023,1,6,Gasto,625000,Primas de seguros,0,0,-15395
260,2023-01-31,2023,1,6,Gasto,642000,Seguridad Social a cargo de la empresa,0,0,-8963
261,2023-01-31,2023,1,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-3187
262,2023-02-01,2023,2,6,Gasto,602000,Otros aprovisionamientos,0,0,-17445
263,2023-02-01,2023,2,6,Gasto,628000,Suministros,0,0,-10814
264,2023-02-01,2023,2,6,Gasto,600000,Compras de mercaderías,0,0,-1507
265,2023-02-01,2023,2,6,Gasto,642000,Seguridad Social a cargo de la empresa,0,0,-24467
266,2023-02-01,2023,2,6,Gasto,640000,Sueldos y salarios,0,0,-18482
267,2023-02-01,2023,2,6,Gasto,626000,Servicios bancarios,0,0,-17547
268,2023-02-01,2023,2,6,Gasto,625000,Primas de seguros,0,0,-10947
269,2023-02-01,2023,2,6,Gasto,621000,Arrendamientos y cánones,0,0,-7112
270,2023-02-01,2023,2,6,Gasto,600000,Compras de mercaderías,0,0,-11146
271,2023-02-02,2023,2,6,Gasto,602000,Otros aprovisionamientos,0,0,-4716
272,2023-02-02,2023,2,6,Gasto,640000,Sueldos y salarios,0,0,-12031
273,2023-02-02,2023,2,6,Gasto,606000,Descuentos sobre compras,0,0,1991
274,2023-02-02,2023,2,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-6750
275,2023-02-02,2023,2,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-16311
276,2023-02-02,2023,2,6,Gasto,623000,Servicios profesionales independientes,0,0,-1635
277,2023-02-02,2023,2,6,Gasto,600000,Compras de mercaderías,0,0,-3537
278,2023-02-02,2023,2,6,Gasto,601000,Compras de materias primas,0,0,-18212
279,2023-02-02,2023,2,6,Gasto,640000,Sueldos y salarios,0,0,-7356
280,2023-02-03,2023,2,6,Gasto,626000,Servicios bancarios,0,0,-11224
281,2023-02-03,2023,2,6,Gasto,626000,Servicios bancarios,0,0,-16783
282,2023-02-03,2023,2,6,Gasto,625000,Primas de seguros,0,0,-5470
283,2023-02-03,2023,2,6,Gasto,624000,Transportes,0,0,-13642
284,2023-02-03,2023,2,6,Gasto,625000,Primas de seguros,0,0,-16361
285,2023-02-03,2023,2,6,Gasto,622000,Reparaciones y conservación,0,0,-17489
286,2023-02-03,2023,2,6,Gasto,600000,Compras de mercaderías,0,0,-6672
287,2023-02-03,2023,2,6,Gasto,625000,Primas de seguros,0,0,-12031
288,2023-02-03,2023,2,6,Gasto,628000,Suministros,0,0,-25638
289,2023-02-03,2023,2,6,Gasto,606000,Descuentos sobre compras,0,0,1166
290,2023-02-03,2023,2,6,Gasto,602000,Otros aprovisionamientos,0,0,-3043
291,2023-02-03,2023,2,6,Gasto,628000,Suministros,0,0,-10292
292,2023-02-04,2023,2,6,Gasto,602000,Otros aprovisionamientos,0,0,-3862
293,2023-02-04,2023,2,6,Gasto,621000,Arrendamientos y cánones,0,0,-6530
294,2023-02-04,2023,2,6,Gasto,625000,Primas de seguros,0,0,-15260
295,2023-02-04,2023,2,6,Gasto,606000,Descuentos sobre compras,0,0,864
296,2023-02-04,2023,2,6,Gasto,623000,Servicios profesionales independientes,0,0,-3452
297,2023-02-05,2023,2,6,Gasto,640000,Sueldos y salarios,0,0,-17499
298,2023-02-05,2023,2,6,Gasto,642000,Seguridad Social a cargo de la empresa,0,0,-1960
299,2023-02-05,2023,2,6,Gasto,626000,Servicios bancarios,0,0,-5654
300,2023-02-05,2023,2,6,Gasto,600000,Compras de mercaderías,0,0,-4248
301,2023-02-05,2023,2,6,Gasto,623000,Servicios profesionales independientes,0,0,-2745
302,2023-02-06,2023,2,6,Gasto,601000,Compras de materias primas,0,0,-17667
303,2023-02-06,2023,2,6,Gasto,623000,Servicios profesionales independientes,0,0,-12354
304,2023-02-06,2023,2,6,Gasto,640000,Sueldos y salarios,0,0,-20258
305,2023-02-06,2023,2,6,Gasto,628000,Suministros,0,0,-25153
306,2023-02-06,2023,2,6,Gasto,624000,Transportes,0,0,-23733
307,2023-02-06,2023,2,6,Gasto,622000,Reparaciones y conservación,0,0,-16281
308,2023-02-06,2023,2,6,Gasto,623000,Servicios profesionales independientes,0,0,-2935
309,2023-02-06,2023,2,6,Gasto,601000,Compras de materias primas,0,0,-19325
310,2023-02-06,2023,2,6,Gasto,601000,Compras de materias primas,0,0,-8523
311,2023-02-06,2023,2,6,Gasto,622000,Reparaciones y conservación,0,0,-10380
312,2023-02-06,2023,2,6,Gasto,621000,Arrendamientos y cánones,0,0,-4311
313,2023-02-06,2023,2,6,Gasto,626000,Servicios bancarios,0,0,-19283
314,2023-02-06,2023,2,6,Gasto,600000,Compras de mercaderías,0,0,-16717
315,2023-02-06,2023,2,6,Gasto,622000,Reparaciones y conservación,0,0,-1492
316,2023-02-07,2023,2,6,Gasto,626000,Servicios bancarios,0,0,-24567
317,2023-02-07,2023,2,6,Gasto,626000,Servicios bancarios,0,0,-1111
318,2023-02-07,2023,2,6,Gasto,601000,Compras de materias primas,0,0,-4766
319,2023-02-07,2023,2,6,Gasto,602000,Otros aprovisionamientos,0,0,-24342
320,2023-02-07,2023,2,6,Gasto,627000,"Publicidad, propaganda y relaciones públicas",0,0,-21871
321,2023-02-07,2023,2,6,Gasto,622000,Reparaciones y conservación,0,0,-2246
322,2023-02-07,2023,2,6,Gasto,621000,Arrendamientos y cánones,0,0,-21126
323,2023-02-07,2023,2,6,Gasto,628000,Suministros,0,0,-18656
324,2023-02-07,2023,2,6,Gasto,602000,Otros aprovisionamientos,0,0,-5370
325,2023-02-07,2023,2,6,Gasto,642000,Seguridad Social a cargo de la empresa,0,0,-12261
