,Fecha,Ejercicio,Mes,Grupo,Tipo,CuentaContable,DescripcionCuenta,ClienteID,ProductoID,Importe
75,2023-01-16,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-26850
76,2023-01-16,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-10203
77,2023-01-16,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-10260
78,2023-01-16,2023,1,6,Gasto,660000,Gastos financieros,0,0,-17765
79,2023-01-17,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-10204
80,2023-01-17,2023,1,6,Gasto,681000,Amortización del inmovilizado material,0,0,-8701
81,2023-01-17,2023,1,6,Gasto,660000,Gastos financieros,0,0,-2100
82,2023-01-17,2023,1,6,Gasto,660000,Gastos financieros,0,0,-1734
83,2023-01-17,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-17716
84,2023-01-17,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-11374
85,2023-01-18,2023,1,6,Gasto,660000,Gastos financieros,0,0,-14579
86,2023-01-18,2023,1,6,Gasto,678000,Gastos extraordinarios,0,0,-3806
87,2023-01-18,2023,1,6,Gasto,660000,Gastos financieros,0,0,-23219
88,2023-01-19,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-31368
89,2023-01-19,2023,1,6,Gasto,660000,Gastos financieros,0,0,-6674
90,2023-01-19,2023,1,6,Gasto,678000,Gastos extraordinarios,0,0,-35069
91,2023-01-20,2023,1,6,Gasto,660000,Gastos financieros,0,0,-16476
92,2023-01-20,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-27159
93,2023-01-20,2023,1,6,Gasto,681000,Amortización del inmovilizado material,0,0,-32880
94,2023-01-20,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-16864
95,2023-01-20,2023,1,6,Gasto,660000,Gastos financieros,0,0,-14929
96,2023-01-20,2023,1,6,Gasto,660000,Gastos financieros,0,0,-10984
97,2023-01-20,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-28314
98,2023-01-21,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-16464
99,2023-01-21,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-12956
100,2023-01-21,2023,1,6,Gasto,678000,Gastos extraordinarios,0,0,-31513
101,2023-01-21,2023,1,6,Gasto,678000,Gastos extraordinarios,0,0,-37476
102,2023-01-21,2023,1,6,Gasto,681000,Amortización del inmovilizado material,0,0,-14895
103,2023-01-21,2023,1,6,Gasto,681000,Amortización del inmovilizado material,0,0,-13330
104,2023-01-21,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-14958
105,2023-01-22,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-22254
106,2023-01-22,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-4643
107,2023-01-22,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-10892
108,2023-01-22,2023,1,6,Gasto,678000,Gastos extraordinarios,0,0,-37303
109,2023-01-22,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-21774
110,2023-01-23,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-28198
111,2023-01-23,2023,1,6,Gasto,660000,Gastos financieros,0,0,-7089
112,2023-01-23,2023,1,6,Gasto,678000,Gastos extraordinarios,0,0,-28812
113,2023-01-23,2023,1,6,Gasto,678000,Gastos extraordinarios,0,0,-7120
114,2023-01-23,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-22966
115,2023-01-23,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-17740
116,2023-01-24,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-15695
117,2023-01-24,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-27502
118,2023-01-24,2023,1,6,Gasto,660000,Gastos financieros,0,0,-19822
119,2023-01-24,2023,1,6,Gasto,660000,Gastos financieros,0,0,-17758
120,2023-01-24,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-10496
121,2023-01-25,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-16876
122,2023-01-25,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-13717
123,2023-01-25,2023,1,6,Gasto,681000,Amortización del inmovilizado material,0,0,-14457
124,2023-01-26,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-12410
125,2023-01-26,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-25777
126,2023-01-26,2023,1,6,Gasto,678000,Gastos extraordinarios,0,0,-5838
127,2023-01-26,2023,1,6,Gasto,681000,Amortización del inmovilizado material,0,0,-21542
128,2023-01-26,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-21422
129,2023-01-27,2023,1,6,Gasto,660000,Gastos financieros,0,0,-24754
130,2023-01-27,2023,1,6,Gasto,660000,Gastos financieros,0,0,-18567
131,2023-01-27,2023,1,6,Gasto,660000,Gastos financieros,0,0,-2931
132,2023-01-27,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-28572
133,2023-01-27,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-32742
134,2023-01-28,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-4672
135,2023-01-28,2023,1,6,Gasto,681000,Amortización del inmovilizado material,0,0,-21780
136,2023-01-28,2023,1,6,Gasto,681000,Amortización del inmovilizado material,0,0,-22822
137,2023-01-28,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-18758
138,2023-01-28,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-2383
139,2023-01-29,2023,1,6,Gasto,660000,Gastos financieros,0,0,-1321
140,2023-01-29,2023,1,6,Gasto,665000,Pérdidas por morosidad,0,0,-3272
141,2023-01-29,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-29662
142,2023-01-29,2023,1,6,Gasto,660000,Gastos financieros,0,0,-21967
143,2023-01-29,2023,1,6,Gasto,660000,Gastos financieros,0,0,-15349
144,2023-01-29,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-16580
145,2023-01-30,2023,1,6,Gasto,660000,Gastos financieros,0,0,-1120
146,2023-01-30,2023,1,6,Gasto,681000,Amortización del inmovilizado material,0,0,-15385
147,2023-01-30,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-31218
148,2023-01-30,2023,1,6,Gasto,678000,Gastos extraordinarios,0,0,-24647
149,2023-01-30,2023,1,6,Gasto,678000,Gastos extraordinarios,0,0,-19535
150,2023-01-31,2023,1,6,Gasto,630000,Impuesto sobre beneficios,0,0,-18944
151,2023-01-31,2023,1,6,Gasto,681000,Amortización del inmovilizado material,0,0,-10271
152,2023-01-31,2023,1,6,Gasto,660000,Gastos financieros,0,0,-11342
153,2023-01-31,2023,1,6,Gasto,660000,Gastos financieros,0,0,-11670
154,2023-02-01,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-16096
155,2023-02-01,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-17688
156,2023-02-01,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-32072
157,2023-02-01,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-18875
158,2023-02-01,2023,2,6,Gasto,660000,Gastos financieros,0,0,-18812
159,2023-02-01,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-26605
160,2023-02-01,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-30132
161,2023-02-02,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-25738
162,2023-02-02,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-26925
163,2023-02-02,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-6848
164,2023-02-02,2023,2,6,Gasto,660000,Gastos financieros,0,0,-10083
165,2023-02-03,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-10916
166,2023-02-03,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-28373
167,2023-02-03,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-26552
168,2023-02-03,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-30127
169,2023-02-04,2023,2,6,Gasto,660000,Gastos financieros,0,0,-22817
170,2023-02-04,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-10375
171,2023-02-04,2023,2,6,Gasto,660000,Gastos financieros,0,0,-18260
172,2023-02-04,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-9015
173,2023-02-04,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-21014
174,2023-02-04,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-17617
175,2023-02-04,2023,2,6,Gasto,660000,Gastos financieros,0,0,-17117
176,2023-02-05,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-18216
177,2023-02-05,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-13116
178,2023-02-05,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-12191
179,2023-02-06,2023,2,6,Gasto,660000,Gastos financieros,0,0,-22772
180,2023-02-06,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-5335
181,2023-02-06,2023,2,6,Gasto,660000,Gastos financieros,0,0,-4668
182,2023-02-06,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-15454
183,2023-02-06,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-20034
184,2023-02-06,2023,2,6,Gasto,660000,Gastos financieros,0,0,-24519
185,2023-02-06,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-24103
186,2023-02-07,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-22181
187,2023-02-07,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-8390
188,2023-02-07,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-29690
189,2023-02-07,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-26882
190,2023-02-07,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-26658
191,2023-02-08,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-6740
192,2023-02-08,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-10346
193,2023-02-08,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-1979
194,2023-02-09,2023,2,6,Gasto,660000,Gastos financieros,0,0,-18698
195,2023-02-09,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-13566
196,2023-02-09,2023,2,6,Gasto,660000,Gastos financieros,0,0,-16184
197,2023-02-09,2023,2,6,Gasto,660000,Gastos financieros,0,0,-20800
198,2023-02-09,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-31396
199,2023-02-09,2023,2,6,Gasto,660000,Gastos financieros,0,0,-12894
200,2023-02-10,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-40958
201,2023-02-10,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-23962
202,2023-02-10,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-20473
203,2023-02-10,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-20687
204,2023-02-11,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-40863
205,2023-02-11,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-15340
206,2023-02-11,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-31744
207,2023-02-11,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-18652
208,2023-02-11,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-21190
209,2023-02-11,2023,2,6,Gasto,660000,Gastos financieros,0,0,-1851
210,2023-02-11,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-26192
211,2023-02-12,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-23402
212,2023-02-12,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-26638
213,2023-02-12,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-20628
214,2023-02-12,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-34835
215,2023-02-12,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-22900
216,2023-02-12,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-32091
217,2023-02-12,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-29680
218,2023-02-13,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-13124
219,2023-02-13,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-4884
220,2023-02-13,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-28273
221,2023-02-14,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-15319
222,2023-02-14,2023,2,6,Gasto,660000,Gastos financieros,0,0,-15280
223,2023-02-14,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-24160
224,2023-02-14,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-34274
225,2023-02-14,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-20518
226,2023-02-14,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-26690
227,2023-02-14,2023,2,6,Gasto,660000,Gastos financieros,0,0,-4930
228,2023-02-15,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-24854
229,2023-02-15,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-9688
230,2023-02-15,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-14533
231,2023-02-15,2023,2,6,Gasto,660000,Gastos financieros,0,0,-23261
232,2023-02-15,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-29073
233,2023-02-15,2023,2,6,Gasto,660000,Gastos financieros,0,0,-6836
234,2023-02-15,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-29988
235,2023-02-16,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-30321
236,2023-02-16,2023,2,6,Gasto,660000,Gastos financieros,0,0,-13246
237,2023-02-16,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-4634
238,2023-02-16,2023,2,6,Gasto,660000,Gastos financieros,0,0,-17007
239,2023-02-16,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-15839
240,2023-02-16,2023,2,6,Gasto,660000,Gastos financieros,0,0,-22668
241,2023-02-17,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-29474
242,2023-02-17,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-11475
243,2023-02-17,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-25977
244,2023-02-17,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-30151
245,2023-02-17,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-6603
246,2023-02-18,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-21428
247,2023-02-18,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-23182
248,2023-02-18,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-34870
249,2023-02-18,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-9734
250,2023-02-19,2023,2,6,Gasto,660000,Gastos financieros,0,0,-2038
251,2023-02-19,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-27321
252,2023-02-19,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-31555
253,2023-02-19,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-32556
254,2023-02-19,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-26219
255,2023-02-19,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-11587
256,2023-02-19,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-35231
257,2023-02-20,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-29426
258,2023-02-20,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-23468
259,2023-02-20,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-11191
260,2023-02-20,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-6698
261,2023-02-20,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-12250
262,2023-02-20,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-32701
263,2023-02-21,2023,2,6,Gasto,660000,Gastos financieros,0,0,-25281
264,2023-02-21,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-27278
265,2023-02-21,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-28813
266,2023-02-21,2023,2,6,Gasto,660000,Gastos financieros,0,0,-21537
267,2023-02-21,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-5450
268,2023-02-22,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-27662
269,2023-02-22,2023,2,6,Gasto,660000,Gastos financieros,0,0,-22760
270,2023-02-22,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-21758
271,2023-02-22,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-23274
272,2023-02-22,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-30434
273,2023-02-22,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-6063
274,2023-02-23,2023,2,6,Gasto,660000,Gastos financieros,0,0,-10645
275,2023-02-23,2023,2,6,Gasto,660000,Gastos financieros,0,0,-3335
276,2023-02-23,2023,2,6,Gasto,660000,Gastos financieros,0,0,-20735
277,2023-02-23,2023,2,6,Gasto,660000,Gastos financieros,0,0,-11218
278,2023-02-23,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-37869
279,2023-02-24,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-21221
280,2023-02-24,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-23563
281,2023-02-24,2023,2,6,Gasto,660000,Gastos financieros,0,0,-18496
282,2023-02-24,2023,2,6,Gasto,630000,Impuesto sobre beneficios,0,0,-27750
283,2023-02-25,2023,2,6,Gasto,660000,Gastos financieros,0,0,-5253
284,2023-02-25,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-10266
285,2023-02-25,2023,2,6,Gasto,660000,Gastos financieros,0,0,-17316
286,2023-02-25,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-10639
287,2023-02-25,2023,2,6,Gasto,660000,Gastos financieros,0,0,-18714
288,2023-02-26,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-9432
289,2023-02-26,2023,2,6,Gasto,660000,Gastos financieros,0,0,-8046
290,2023-02-26,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-14219
291,2023-02-26,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-27299
292,2023-02-26,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-26204
293,2023-02-26,2023,2,6,Gasto,681000,Amortización del inmovilizado material,0,0,-9998
294,2023-02-27,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-4626
295,2023-02-27,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-7002
296,2023-02-27,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-19128
297,2023-02-28,2023,2,6,Gasto,678000,Gastos extraordinarios,0,0,-19339
298,2023-02-28,2023,2,6,Gasto,660000,Gastos financieros,0,0,-19236
299,2023-02-28,2023,2,6,Gasto,665000,Pérdidas por morosidad,0,0,-16752
300,2023-03-01,2023,3,6,Gasto,660000,Gastos financieros,0,0,-25459
301,2023-03-01,2023,3,6,Gasto,665000,Pérdidas por morosidad,0,0,-9666
302,2023-03-01,2023,3,6,Gasto,665000,Pérdidas por morosidad,0,0,-11733
303,2023-03-01,2023,3,6,Gasto,681000,Amortización del inmovilizado material,0,0,-30410
304,2023-03-01,2023,3,6,Gasto,681000,Amortización del inmovilizado material,0,0,-30850
305,2023-03-02,2023,3,6,Gasto,665000,Pérdidas por morosidad,0,0,-25403
306,2023-03-02,2023,3,6,Gasto,630000,Impuesto sobre beneficios,0,0,-19175
307,2023-03-02,2023,3,6,Gasto,678000,Gastos extraordinarios,0,0,-24910
308,2023-03-02,2023,3,6,Gasto,630000,Impuesto sobre beneficios,0,0,-11904
309,2023-03-03,2023,3,6,Gasto,630000,Impuesto sobre beneficios,0,0,-19118
310,2023-03-03,2023,3,6,Gasto,681000,Amortización del inmovilizado material,0,0,-26029
311,2023-03-03,2023,3,6,Gasto,630000,Impuesto sobre beneficios,0,0,-8505
312,2023-03-03,2023,3,6,Gasto,681000,Amortización del inmovilizado material,0,0,-31715
313,2023-03-03,2023,3,6,Gasto,660000,Gastos financieros,0,0,-13755
314,2023-03-03,2023,3,6,Gasto,630000,Impuesto sobre beneficios,0,0,-24012
315,2023-03-04,2023,3,6,Gasto,665000,Pérdidas por morosidad,0,0,-25094
316,2023-03-04,2023,3,6,Gasto,660000,Gastos financieros,0,0,-24237
317,2023-03-04,2023,3,6,Gasto,630000,Impuesto sobre beneficios,0,0,-32264
318,2023-03-04,2023,3,6,Gasto,681000,Amortización del inmovilizado material,0,0,-8614
319,2023-03-05,2023,3,6,Gasto,660000,Gastos financieros,0,0,-21430
