Fecha,Ejercicio,Mes,CuentaContable,DescripcionCuenta,ClienteID,ProductoID,Importe
2023-01-06,2023,1,701000,Ventas de productos terminados,3,9,10704
2023-01-06,2023,1,706000,Ingresos accesorios,32,5,2126
2023-01-06,2023,1,701000,Ventas de productos terminados,42,7,11762
2023-01-06,2023,1,705000,Prestaciones de servicios,50,5,23683
2023-01-06,2023,1,702000,Ventas de subproductos,7,3,14178
2023-01-06,2023,1,705000,Prestaciones de servicios,47,7,20065
2023-01-06,2023,1,706000,Ingresos accesorios,17,11,24102
2023-01-06,2023,1,701000,Ventas de productos terminados,24,6,3971
2023-01-07,2023,1,702000,Ventas de subproductos,40,9,24197
2023-01-07,2023,1,706000,Ingresos accesorios,46,3,23518
2023-01-07,2023,1,706000,Ingresos accesorios,43,2,10827
2023-01-07,2023,1,704000,Descuentos sobre ventas,46,6,-2450
2023-01-07,2023,1,704000,Descuentos sobre ventas,26,8,-4660
2023-01-07,2023,1,706000,Ingresos accesorios,27,3,13780
2023-01-07,2023,1,701000,Ventas de productos terminados,34,8,17708
2023-01-08,2023,1,701000,Ventas de productos terminados,28,8,21823
2023-01-08,2023,1,704000,Descuentos sobre ventas,27,3,-4778
2023-01-08,2023,1,701000,Ventas de productos terminados,10,11,17477
2023-01-08,2023,1,700000,Ventas de mercaderías,39,8,20420
2023-01-08,2023,1,700000,Ventas de mercaderías,31,9,9896
2023-01-08,2023,1,704000,Descuentos sobre ventas,46,7,-3022
2023-01-08,2023,1,706000,Ingresos accesorios,45,3,18954
2023-01-08,2023,1,702000,Ventas de subproductos,8,10,15867
2023-01-08,2023,1,702000,Ventas de subproductos,43,2,23529
2023-01-08,2023,1,702000,Ventas de subproductos,29,7,5790
2023-01-08,2023,1,702000,Ventas de subproductos,32,8,14664
2023-01-08,2023,1,704000,Descuentos sobre ventas,46,7,-226
2023-01-09,2023,1,701000,Ventas de productos terminados,49,7,16300
2023-01-09,2023,1,702000,Ventas de subproductos,24,2,4112
2023-01-09,2023,1,701000,Ventas de productos terminados,18,12,7247
2023-01-09,2023,1,702000,Ventas de subproductos,33,3,12525
2023-01-09,2023,1,705000,Prestaciones de servicios,35,3,13750
2023-01-09,2023,1,704000,Descuentos sobre ventas,3,2,-1449
2023-01-10,2023,1,701000,Ventas de productos terminados,45,1,13968
2023-01-10,2023,1,704000,Descuentos sobre ventas,18,10,-1024
2023-01-10,2023,1,706000,Ingresos accesorios,45,4,21101
2023-01-10,2023,1,704000,Descuentos sobre ventas,13,1,-4471
2023-01-10,2023,1,702000,Ventas de subproductos,9,8,4666
2023-01-10,2023,1,704000,Descuentos sobre ventas,45,9,-835
2023-01-11,2023,1,704000,Descuentos sobre ventas,17,4,-3462
2023-01-11,2023,1,706000,Ingresos accesorios,2,8,8370
2023-01-11,2023,1,706000,Ingresos accesorios,48,2,19791
2023-01-11,2023,1,702000,Ventas de subproductos,16,1,9590
2023-01-11,2023,1,701000,Ventas de productos terminados,42,2,20839
2023-01-11,2023,1,706000,Ingresos accesorios,17,4,3983
2023-01-11,2023,1,706000,Ingresos accesorios,36,7,4785
2023-01-12,2023,1,704000,Descuentos sobre ventas,15,1,-3205
2023-01-12,2023,1,704000,Descuentos sobre ventas,36,11,-3035
2023-01-12,2023,1,706000,Ingresos accesorios,28,9,5380
2023-01-12,2023,1,706000,Ingresos accesorios,45,5,23282
2023-01-12,2023,1,706000,Ingresos accesorios,49,6,1818
2023-01-12,2023,1,705000,Prestaciones de servicios,36,6,9459
2023-01-13,2023,1,705000,Prestaciones de servicios,25,9,18287
2023-01-13,2023,1,701000,Ventas de productos terminados,12,12,10072
2023-01-13,2023,1,705000,Prestaciones de servicios,6,3,7640
2023-01-13,2023,1,700000,Ventas de mercaderías,38,5,3070
2023-01-13,2023,1,704000,Descuentos sobre ventas,14,6,-2229
2023-01-13,2023,1,705000,Prestaciones de servicios,24,6,3597
2023-01-13,2023,1,700000,Ventas de mercaderías,41,3,9979
2023-01-13,2023,1,702000,Ventas de subproductos,25,7,7655
2023-01-13,2023,1,702000,Ventas de subproductos,13,10,21248
2023-01-14,2023,1,701000,Ventas de productos terminados,20,4,10774
2023-01-14,2023,1,700000,Ventas de mercaderías,47,7,11783
2023-01-14,2023,1,705000,Prestaciones de servicios,18,12,24149
2023-01-14,2023,1,700000,Ventas de mercaderías,38,12,7488
2023-01-14,2023,1,700000,Ventas de mercaderías,23,6,24390
2023-01-15,2023,1,701000,Ventas de productos terminados,13,3,12867
2023-01-15,2023,1,701000,Ventas de productos terminados,47,7,2071
2023-01-15,2023,1,704000,Descuentos sobre ventas,30,11,-3721
2023-01-15,2023,1,704000,Descuentos sobre ventas,18,4,-3253
2023-01-15,2023,1,700000,Ventas de mercaderías,12,4,18398
2023-01-15,2023,1,705000,Prestaciones de servicios,13,8,20653
2023-01-15,2023,1,700000,Ventas de mercaderías,39,4,16944
2023-01-15,2023,1,704000,Descuentos sobre ventas,45,5,-1861
2023-01-15,2023,1,702000,Ventas de subproductos,30,9,21606
2023-01-15,2023,1,704000,Descuentos sobre ventas,32,1,-4534
2023-01-15,2023,1,705000,Prestaciones de servicios,7,7,3145
2023-01-15,2023,1,706000,Ingresos accesorios,31,9,22548
2023-01-15,2023,1,701000,Ventas de productos terminados,32,3,10098
2023-01-16,2023,1,701000,Ventas de productos terminados,26,9,24566
2023-01-16,2023,1,701000,Ventas de productos terminados,50,9,9995
2023-01-16,2023,1,701000,Ventas de productos terminados,3,9,13805
2023-01-16,2023,1,700000,Ventas de mercaderías,38,9,23809
2023-01-16,2023,1,705000,Prestaciones de servicios,35,1,4349
2023-01-16,2023,1,700000,Ventas de mercaderías,20,2,5863
2023-01-16,2023,1,701000,Ventas de productos terminados,35,8,18278
2023-01-16,2023,1,704000,Descuentos sobre ventas,9,7,-3462
2023-01-16,2023,1,705000,Prestaciones de servicios,2,7,16495
2023-01-16,2023,1,705000,Prestaciones de servicios,32,7,12827
2023-01-16,2023,1,702000,Ventas de subproductos,35,11,21063
2023-01-17,2023,1,706000,Ingresos accesorios,16,8,6332
2023-01-17,2023,1,700000,Ventas de mercaderías,29,10,9801
2023-01-17,2023,1,705000,Prestaciones de servicios,32,7,18897
2023-01-17,2023,1,702000,Ventas de subproductos,30,4,19172
2023-01-17,2023,1,704000,Descuentos sobre ventas,33,10,-1581
2023-01-17,2023,1,701000,Ventas de productos terminados,15,3,12843
2023-01-17,2023,1,701000,Ventas de productos terminados,9,7,16511
2023-01-17,2023,1,704000,Descuentos sobre ventas,17,4,-2758
2023-01-17,2023,1,706000,Ingresos accesorios,28,9,19930
2023-01-17,2023,1,706000,Ingresos accesorios,43,4,12498
2023-01-17,2023,1,705000,Prestaciones de servicios,42,11,4413
2023-01-17,2023,1,700000,Ventas de mercaderías,47,7,7896
2023-01-18,2023,1,700000,Ventas de mercaderías,15,9,3497
2023-01-18,2023,1,705000,Prestaciones de servicios,36,11,9280
2023-01-18,2023,1,706000,Ingresos accesorios,31,8,11859
2023-01-18,2023,1,702000,Ventas de subproductos,47,11,23680
2023-01-18,2023,1,702000,Ventas de subproductos,25,9,10625
2023-01-18,2023,1,700000,Ventas de mercaderías,10,11,1229
2023-01-18,2023,1,705000,Prestaciones de servicios,42,2,8849
2023-01-18,2023,1,706000,Ingresos accesorios,17,1,14306
2023-01-18,2023,1,702000,Ventas de subproductos,4,6,11122
2023-01-18,2023,1,702000,Ventas de subproductos,9,12,9246
2023-01-18,2023,1,700000,Ventas de mercaderías,50,4,13701
2023-01-18,2023,1,701000,Ventas de productos terminados,26,3,7441
2023-01-18,2023,1,700000,Ventas de mercaderías,21,2,12943
2023-01-18,2023,1,702000,Ventas de subproductos,2,7,3227
2023-01-19,2023,1,700000,Ventas de mercaderías,20,4,22915
2023-01-19,2023,1,704000,Descuentos sobre ventas,45,10,-1003
2023-01-19,2023,1,701000,Ventas de productos terminados,6,7,15632
2023-01-19,2023,1,706000,Ingresos accesorios,16,12,12688
2023-01-19,2023,1,701000,Ventas de productos terminados,21,11,1978
2023-01-19,2023,1,702000,Ventas de subproductos,27,9,18796
2023-01-19,2023,1,701000,Ventas de productos terminados,42,4,10312
2023-01-19,2023,1,702000,Ventas de subproductos,21,1,1882
2023-01-19,2023,1,701000,Ventas de productos terminados,34,12,22283
2023-01-19,2023,1,705000,Prestaciones de servicios,14,10,5641
2023-01-20,2023,1,704000,Descuentos sobre ventas,7,6,-806
2023-01-20,2023,1,705000,Prestaciones de servicios,40,11,16248
2023-01-20,2023,1,701000,Ventas de productos terminados,40,1,20148
2023-01-20,2023,1,701000,Ventas de productos terminados,27,3,1187
2023-01-20,2023,1,705000,Prestaciones de servicios,9,9,9694
2023-01-20,2023,1,704000,Descuentos sobre ventas,30,7,-2292
2023-01-20,2023,1,705000,Prestaciones de servicios,7,3,5641
2023-01-20,2023,1,700000,Ventas de mercaderías,34,8,1350
2023-01-20,2023,1,706000,Ingresos accesorios,31,12,8600
2023-01-20,2023,1,705000,Prestaciones de servicios,5,6,23179
2023-01-20,2023,1,706000,Ingresos accesorios,3,9,16885
2023-01-20,2023,1,702000,Ventas de subproductos,16,4,14566
2023-01-20,2023,1,705000,Prestaciones de servicios,31,4,14188
2023-01-20,2023,1,706000,Ingresos accesorios,6,10,17095
2023-01-21,2023,1,702000,Ventas de subproductos,14,9,4767
2023-01-21,2023,1,701000,Ventas de productos terminados,9,3,18501
2023-01-21,2023,1,706000,Ingresos accesorios,7,11,16792
2023-01-21,2023,1,704000,Descuentos sobre ventas,34,9,-4029
2023-01-21,2023,1,706000,Ingresos accesorios,32,8,2957
2023-01-21,2023,1,700000,Ventas de mercaderías,14,5,2217
2023-01-21,2023,1,704000,Descuentos sobre ventas,19,1,-1527
2023-01-21,2023,1,702000,Ventas de subproductos,29,9,4487
2023-01-21,2023,1,700000,Ventas de mercaderías,19,8,15413
2023-01-21,2023,1,700000,Ventas de mercaderías,36,2,15565
2023-01-21,2023,1,701000,Ventas de productos terminados,2,5,6454
2023-01-21,2023,1,702000,Ventas de subproductos,5,8,7073
2023-01-21,2023,1,706000,Ingresos accesorios,37,7,2958
2023-01-22,2023,1,705000,Prestaciones de servicios,42,3,24921
2023-01-22,2023,1,705000,Prestaciones de servicios,28,5,20588
2023-01-22,2023,1,704000,Descuentos sobre ventas,34,4,-2871
2023-01-22,2023,1,704000,Descuentos sobre ventas,41,10,-315
2023-01-22,2023,1,701000,Ventas de productos terminados,33,11,5177
2023-01-22,2023,1,704000,Descuentos sobre ventas,41,7,-4481
2023-01-22,2023,1,704000,Descuentos sobre ventas,43,7,-2879
2023-01-22,2023,1,706000,Ingresos accesorios,26,2,2481
2023-01-22,2023,1,705000,Prestaciones de servicios,46,2,9453
2023-01-23,2023,1,702000,Ventas de subproductos,5,2,5964
2023-01-23,2023,1,701000,Ventas de productos terminados,20,7,2025
2023-01-23,2023,1,705000,Prestaciones de servicios,16,6,9819
2023-01-23,2023,1,706000,Ingresos accesorios,50,6,14452
2023-01-23,2023,1,704000,Descuentos sobre ventas,1,3,-2329
2023-01-23,2023,1,705000,Prestaciones de servicios,1,6,13543
2023-01-23,2023,1,702000,Ventas de subproductos,40,6,12781
2023-01-23,2023,1,705000,Prestaciones de servicios,35,9,23437
2023-01-24,2023,1,700000,Ventas de mercaderías,17,1,17302
2023-01-24,2023,1,706000,Ingresos accesorios,17,5,5730
2023-01-24,2023,1,701000,Ventas de productos terminados,47,1,4986
2023-01-24,2023,1,702000,Ventas de subproductos,13,1,21830
2023-01-24,2023,1,706000,Ingresos accesorios,45,6,21991
2023-01-24,2023,1,704000,Descuentos sobre ventas,42,2,-1059
2023-01-24,2023,1,702000,Ventas de subproductos,18,8,3624
2023-01-24,2023,1,702000,Ventas de subproductos,21,9,9857
2023-01-24,2023,1,702000,Ventas de subproductos,28,7,11098
2023-01-24,2023,1,705000,Prestaciones de servicios,40,10,18005
2023-01-25,2023,1,702000,Ventas de subproductos,9,3,18972
2023-01-25,2023,1,706000,Ingresos accesorios,2,4,4348
2023-01-25,2023,1,701000,Ventas de productos terminados,24,11,7386
2023-01-25,2023,1,702000,Ventas de subproductos,8,1,6718
2023-01-25,2023,1,702000,Ventas de subproductos,36,4,5946
2023-01-25,2023,1,701000,Ventas de productos terminados,31,12,6906
2023-01-25,2023,1,705000,Prestaciones de servicios,22,8,7477
2023-01-26,2023,1,700000,Ventas de mercaderías,24,2,11335
2023-01-26,2023,1,706000,Ingresos accesorios,30,4,21333
2023-01-26,2023,1,702000,Ventas de subproductos,27,11,23021
2023-01-26,2023,1,704000,Descuentos sobre ventas,12,5,-2660
2023-01-26,2023,1,706000,Ingresos accesorios,11,10,18784
2023-01-26,2023,1,701000,Ventas de productos terminados,12,2,7240
2023-01-26,2023,1,702000,Ventas de subproductos,27,3,24193
2023-01-27,2023,1,700000,Ventas de mercaderías,26,11,18028
2023-01-27,2023,1,701000,Ventas de productos terminados,21,12,5281
2023-01-27,2023,1,701000,Ventas de productos terminados,24,12,16705
2023-01-27,2023,1,700000,Ventas de mercaderías,47,3,20619
2023-01-27,2023,1,700000,Ventas de mercaderías,26,10,3887
2023-01-28,2023,1,704000,Descuentos sobre ventas,26,11,-1970
2023-01-28,2023,1,700000,Ventas de mercaderías,1,7,4049
2023-01-28,2023,1,704000,Descuentos sobre ventas,22,2,-2409
2023-01-28,2023,1,705000,Prestaciones de servicios,8,5,18395
2023-01-28,2023,1,706000,Ingresos accesorios,20,10,14132
2023-01-28,2023,1,704000,Descuentos sobre ventas,26,8,-4521
2023-01-29,2023,1,704000,Descuentos sobre ventas,4,5,-1212
2023-01-29,2023,1,705000,Prestaciones de servicios,35,5,23212
2023-01-29,2023,1,700000,Ventas de mercaderías,44,8,20949
2023-01-29,2023,1,704000,Descuentos sobre ventas,50,1,-4418
2023-01-29,2023,1,701000,Ventas de productos terminados,39,8,23480
2023-01-29,2023,1,702000,Ventas de subproductos,29,11,5731
2023-01-29,2023,1,706000,Ingresos accesorios,33,6,5439
2023-01-29,2023,1,704000,Descuentos sobre ventas,39,3,-1004
2023-01-29,2023,1,701000,Ventas de productos terminados,25,9,6045
2023-01-29,2023,1,700000,Ventas de mercaderías,49,5,8626
2023-01-29,2023,1,702000,Ventas de subproductos,44,1,14498
2023-01-29,2023,1,702000,Ventas de subproductos,39,4,13255
2023-01-29,2023,1,700000,Ventas de mercaderías,40,12,23249
2023-01-29,2023,1,704000,Descuentos sobre ventas,23,11,-1504
2023-01-30,2023,1,705000,Prestaciones de servicios,4,5,14186
2023-01-30,2023,1,701000,Ventas de productos terminados,22,12,1054
2023-01-30,2023,1,701000,Ventas de productos terminados,32,8,11980
2023-01-30,2023,1,700000,Ventas de mercaderías,26,2,13116
2023-01-30,2023,1,702000,Ventas de subproductos,10,9,4817
2023-01-30,2023,1,702000,Ventas de subproductos,43,4,20256
2023-01-30,2023,1,700000,Ventas de mercaderías,15,3,15089
2023-01-31,2023,1,700000,Ventas de mercaderías,8,12,7354
2023-01-31,2023,1,702000,Ventas de subproductos,48,2,15875
2023-01-31,2023,1,704000,Descuentos sobre ventas,43,5,-2481
2023-01-31,2023,1,700000,Ventas de mercaderías,4,11,24207
2023-01-31,2023,1,706000,Ingresos accesorios,19,9,20459
2023-01-31,2023,1,704000,Descuentos sobre ventas,7,2,-337
2023-01-31,2023,1,705000,Prestaciones de servicios,21,12,20700
2023-02-01,2023,2,704000,Descuentos sobre ventas,2,11,-4967
2023-02-01,2023,2,702000,Ventas de subproductos,22,3,7965
2023-02-01,2023,2,700000,Ventas de mercaderías,49,2,3856
2023-02-01,2023,2,704000,Descuentos sobre ventas,11,8,-798
2023-02-01,2023,2,702000,Ventas de subproductos,37,2,14852
2023-02-01,2023,2,706000,Ingresos accesorios,37,2,21558
2023-02-01,2023,2,706000,Ingresos accesorios,10,6,15247
2023-02-01,2023,2,704000,Descuentos sobre ventas,15,1,-801
2023-02-02,2023,2,700000,Ventas de mercaderías,17,3,14236
2023-02-02,2023,2,700000,Ventas de mercaderías,10,1,7580
2023-02-02,2023,2,705000,Prestaciones de servicios,41,10,9550
2023-02-02,2023,2,706000,Ingresos accesorios,5,11,23557
2023-02-02,2023,2,700000,Ventas de mercaderías,38,11,9625
2023-02-02,2023,2,705000,Prestaciones de servicios,32,5,12329
2023-02-02,2023,2,701000,Ventas de productos terminados,12,12,19699
2023-02-02,2023,2,701000,Ventas de productos terminados,37,10,11466
2023-02-02,2023,2,705000,Prestaciones de servicios,47,9,6184
2023-02-02,2023,2,705000,Prestaciones de servicios,22,11,13705
2023-02-02,2023,2,701000,Ventas de productos terminados,28,5,18975
2023-02-02,2023,2,702000,Ventas de subproductos,33,2,5338
2023-02-02,2023,2,702000,Ventas de subproductos,25,10,22825
2023-02-03,2023,2,705000,Prestaciones de servicios,16,1,10753
2023-02-03,2023,2,700000,Ventas de mercaderías,36,10,5990
2023-02-03,2023,2,704000,Descuentos sobre ventas,38,10,-4132
2023-02-03,2023,2,704000,Descuentos sobre ventas,31,7,-318
2023-02-03,2023,2,705000,Prestaciones de servicios,22,11,18364
2023-02-03,2023,2,704000,Descuentos sobre ventas,10,5,-448
2023-02-03,2023,2,702000,Ventas de subproductos,12,1,12291
2023-02-03,2023,2,702000,Ventas de subproductos,27,8,18689
2023-02-03,2023,2,700000,Ventas de mercaderías,30,3,5111
2023-02-03,2023,2,702000,Ventas de subproductos,49,11,2544
2023-02-03,2023,2,705000,Prestaciones de servicios,38,6,19862
2023-02-03,2023,2,700000,Ventas de mercaderías,33,11,1418
2023-02-03,2023,2,700000,Ventas de mercaderías,41,6,19554
2023-02-04,2023,2,700000,Ventas de mercaderías,3,4,12529
2023-02-04,2023,2,700000,Ventas de mercaderías,17,3,11744
2023-02-04,2023,2,704000,Descuentos sobre ventas,35,3,-4065
2023-02-04,2023,2,706000,Ingresos accesorios,4,2,16968
2023-02-04,2023,2,702000,Ventas de subproductos,1,9,24883
2023-02-04,2023,2,706000,Ingresos accesorios,9,10,15333
2023-02-05,2023,2,700000,Ventas de mercaderías,29,8,21193
2023-02-05,2023,2,701000,Ventas de productos terminados,2,10,12730
2023-02-05,2023,2,700000,Ventas de mercaderías,17,6,18037
2023-02-05,2023,2,700000,Ventas de mercaderías,50,2,12773
2023-02-05,2023,2,705000,Prestaciones de servicios,38,4,24918
2023-02-05,2023,2,701000,Ventas de productos terminados,10,1,24320
2023-02-05,2023,2,706000,Ingresos accesorios,13,1,7651
2023-02-05,2023,2,704000,Descuentos sobre ventas,20,9,-4439
2023-02-05,2023,2,705000,Prestaciones de servicios,39,6,6542
2023-02-05,2023,2,705000,Prestaciones de servicios,19,12,8191
2023-02-05,2023,2,701000,Ventas de productos terminados,2,8,14855
2023-02-05,2023,2,702000,Ventas de subproductos,35,8,4743
2023-02-06,2023,2,706000,Ingresos accesorios,37,6,2266
2023-02-06,2023,2,706000,Ingresos accesorios,16,8,18663
2023-02-06,2023,2,704000,Descuentos sobre ventas,30,1,-4324
2023-02-06,2023,2,706000,Ingresos accesorios,1,4,18117
2023-02-06,2023,2,701000,Ventas de productos terminados,46,6,10882
2023-02-06,2023,2,705000,Prestaciones de servicios,40,4,6324
2023-02-06,2023,2,704000,Descuentos sobre ventas,18,12,-708
2023-02-07,2023,2,704000,Descuentos sobre ventas,34,8,-2049
2023-02-07,2023,2,701000,Ventas de productos terminados,11,11,17645
2023-02-07,2023,2,704000,Descuentos sobre ventas,30,5,-2489
2023-02-07,2023,2,705000,Prestaciones de servicios,19,11,11805
2023-02-07,2023,2,705000,Prestaciones de servicios,47,9,20050
2023-02-07,2023,2,700000,Ventas de mercaderías,37,7,16084
2023-02-07,2023,2,700000,Ventas de mercaderías,31,12,2433
2023-02-07,2023,2,705000,Prestaciones de servicios,24,10,23956
2023-02-07,2023,2,705000,Prestaciones de servicios,29,2,2339
2023-02-07,2023,2,706000,Ingresos accesorios,12,7,6094
2023-02-08,2023,2,705000,Prestaciones de servicios,22,7,15411
2023-02-08,2023,2,705000,Prestaciones de servicios,18,4,18407
2023-02-08,2023,2,700000,Ventas de mercaderías,1,7,21012
2023-02-08,2023,2,706000,Ingresos accesorios,13,5,11629
2023-02-08,2023,2,704000,Descuentos sobre ventas,32,5,-488
2023-02-08,2023,2,705000,Prestaciones de servicios,6,2,18381
2023-02-08,2023,2,705000,Prestaciones de servicios,9,8,10167
2023-02-08,2023,2,705000,Prestaciones de servicios,2,2,9542
2023-02-08,2023,2,702000,Ventas de subproductos,49,6,13948
2023-02-08,2023,2,705000,Prestaciones de servicios,22,12,17281
2023-02-08,2023,2,702000,Ventas de subproductos,24,3,21015
2023-02-09,2023,2,705000,Prestaciones de servicios,30,10,20585
2023-02-09,2023,2,702000,Ventas de subproductos,24,1,12091
2023-02-09,2023,2,700000,Ventas de mercaderías,33,11,14142
2023-02-09,2023,2,704000,Descuentos sobre ventas,35,10,-2229
2023-02-09,2023,2,705000,Prestaciones de servicios,19,4,11856
2023-02-09,2023,2,702000,Ventas de subproductos,27,4,5023
2023-02-09,2023,2,701000,Ventas de productos terminados,47,11,1113
2023-02-09,2023,2,704000,Descuentos sobre ventas,7,1,-2047
2023-02-09,2023,2,700000,Ventas de mercaderías,29,4,22910
2023-02-09,2023,2,706000,Ingresos accesorios,19,11,6647
2023-02-09,2023,2,702000,Ventas de subproductos,13,6,15257
2023-02-09,2023,2,706000,Ingresos accesorios,6,3,17505
2023-02-10,2023,2,701000,Ventas de productos terminados,7,12,8048
2023-02-10,2023,2,705000,Prestaciones de servicios,40,6,6863
2023-02-10,2023,2,705000,Prestaciones de servicios,25,4,21297
2023-02-10,2023,2,705000,Prestaciones de servicios,6,1,24517
2023-02-10,2023,2,704000,Descuentos sobre ventas,44,7,-4187
2023-02-10,2023,2,704000,Descuentos sobre ventas,43,1,-2827
2023-02-10,2023,2,701000,Ventas de productos terminados,44,12,14492
2023-02-10,2023,2,702000,Ventas de subproductos,46,8,10397
2023-02-10,2023,2,706000,Ingresos accesorios,2,1,3464
2023-02-10,2023,2,704000,Descuentos sobre ventas,9,1,-3238
2023-02-10,2023,2,702000,Ventas de subproductos,17,12,10249
2023-02-10,2023,2,701000,Ventas de productos terminados,49,8,20845
2023-02-11,2023,2,704000,Descuentos sobre ventas,39,6,-1178
2023-02-11,2023,2,701000,Ventas de productos terminados,33,4,21010
2023-02-11,2023,2,705000,Prestaciones de servicios,49,12,20683
2023-02-11,2023,2,706000,Ingresos accesorios,9,6,17085
2023-02-11,2023,2,700000,Ventas de mercaderías,38,1,16671
2023-02-11,2023,2,701000,Ventas de productos terminados,25,1,15877
2023-02-11,2023,2,701000,Ventas de productos terminados,4,8,4777
2023-02-11,2023,2,706000,Ingresos accesorios,3,12,10437
2023-02-11,2023,2,706000,Ingresos accesorios,3,8,5591
2023-02-11,2023,2,701000,Ventas de productos terminados,18,5,21478
2023-02-11,2023,2,704000,Descuentos sobre ventas,14,9,-3255
2023-02-11,2023,2,700000,Ventas de mercaderías,39,3,20743
2023-02-11,2023,2,705000,Prestaciones de servicios,7,11,4761
2023-02-11,2023,2,701000,Ventas de productos terminados,35,8,21286
2023-02-12,2023,2,702000,Ventas de subproductos,21,7,21896
2023-02-12,2023,2,705000,Prestaciones de servicios,19,3,10650
2023-02-12,2023,2,704000,Descuentos sobre ventas,35,5,-1505
2023-02-12,2023,2,706000,Ingresos accesorios,12,1,14693
2023-02-12,2023,2,701000,Ventas de productos terminados,7,4,3065
2023-02-13,2023,2,702000,Ventas de subproductos,50,7,4912
2023-02-13,2023,2,705000,Prestaciones de servicios,2,6,11314
2023-02-13,2023,2,701000,Ventas de productos terminados,39,2,4037
2023-02-13,2023,2,706000,Ingresos accesorios,1,11,24360
2023-02-13,2023,2,706000,Ingresos accesorios,27,1,13439
2023-02-13,2023,2,700000,Ventas de mercaderías,14,4,19637
2023-02-13,2023,2,704000,Descuentos sobre ventas,47,7,-1034
2023-02-13,2023,2,706000,Ingresos accesorios,2,12,9597
